logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg08244085 0.00597637147332494 0.0991551018639359 5.48909072267126 1.27495415407447e-07 8.84017398460561e-06 4.95563536454193 6.17406765378432e-06 0.000496469289293609 0.0309694683388231
cg07450210 -0.0058846258826994 0.0747910117439831 -5.48904199128524 1.27525786730676e-07 8.84089716039893e-06 4.95540316186245 6.17441538009586e-06 0.000130441643608637 0.0103087411142152
cg07542871 -0.0058748784628407 0.119854344368486 -5.4888894099434 1.27620927073855e-07 8.84583269298887e-06 4.95467612890135 6.17754762050421e-06 0.000130493325278605 0.0103094427695074
cg06489569 -0.0133798257207109 0.422725648637986 -5.4888638287578 1.27636884700863e-07 8.84583269298887e-06 4.95455423886322 6.17754762050421e-06 0.000130501991926906 0.0103094427695074
cg16172240 0.0107912456510891 0.339717805805217 5.48855927091876 1.27827018396378e-07 8.85762519379289e-06 4.95310310383016 6.18562552103279e-06 0.000497106192451162 0.0309947189880321
cg14237469 -0.00543285117761793 0.0888082451418482 -5.4882357648068 1.28029283846089e-07 8.87025453334781e-06 4.95156174959213 6.19428744187194e-06 0.000130714945238884 0.0103242297953085
cg03288797 0.00767102164618681 0.636176004322763 5.48814532936655 1.28085882506562e-07 8.87162681846806e-06 4.95113087913752 6.19493058065461e-06 0.00049760280075398 0.0310164138845046
cg21144462 0.00818603161182563 0.226303690244506 5.48814016971487 1.28089112389564e-07 8.87162681846806e-06 4.95110629665773 6.19493058065461e-06 0.000497608993761786 0.0310164138845046
cg22417733 0.0107325822129757 0.286368536886661 5.48777198795217 1.28319795091837e-07 8.88621596307488e-06 4.9493521866199 6.20496022073922e-06 0.000498051100670519 0.0310380280574317
cg21821108 0.0100740969514641 0.727643040065257 5.48765787974634 1.28391371285214e-07 8.88978405877393e-06 4.94880856395375 6.20729395005875e-06 0.000498188194936204 0.0310380280574317
cg26670789 0.0101594656732195 0.256663231970432 5.48718736159461 1.28686922713082e-07 8.907465681415e-06 4.9465670562654 6.22045332049946e-06 0.000498753869391214 0.0310684388073579
cg18101140 -0.00759504108734402 0.0983781082668992 -5.48657980654662 1.29069533952826e-07 8.93255468649922e-06 4.94367292351914 6.23781543657645e-06 0.00013127800304256 0.0103666577666828
cg09146813 -0.0150416804648653 0.681770998752387 -5.48562963520682 1.29670134439716e-07 8.97271995360899e-06 4.93914718055021 6.26570456444811e-06 0.000131602118953989 0.0103902041582344
cg17927313 -0.0115848958671586 0.659007240993613 -5.48547183218777 1.29770144754935e-07 8.97665604689895e-06 4.93839560722706 6.26911274928436e-06 0.000131656021172689 0.0103924116578019
cg19458266 0.00415894562525789 0.0690629633879108 5.48544404935531 1.29787760376013e-07 8.97665604689895e-06 4.93826328669968 6.26911274928436e-06 0.000500855010061041 0.0311702420867195
cg05584070 -0.0113610875398008 0.129926701127295 -5.48496518913037 1.30091746900415e-07 8.99627753148083e-06 4.93598270899335 6.28265633650251e-06 0.000131829221635828 0.0104040333694718
cg01905489 0.00708053264358304 0.484517854758156 5.48477225339762 1.30214421031285e-07 9.00335649545412e-06 4.93506389113952 6.28744029088307e-06 0.000501666915522849 0.0312159208103812
cg09676376 -0.00895930216669504 0.132664628577537 -5.48417173159751 1.30596972480833e-07 9.0269914208914e-06 4.93220417666003 6.30476848519924e-06 0.000132100907104569 0.0104213687991174
cg19257402 -0.00906309624368658 0.305516504446945 -5.48385116437963 1.30801632330457e-07 9.03831940159746e-06 4.93067771301928 6.31350396463209e-06 0.000132210822336022 0.0104279863903012
cg14191675 0.00583758928373574 0.113360359542395 5.48377636481382 1.30849431620161e-07 9.04021329489566e-06 4.93032154490277 6.31466633921592e-06 0.000502872782265609 0.0312812374521714
cg18669388 0.00924136279241487 0.340111303835856 5.48261558716548 1.31593391682044e-07 9.08736408957953e-06 4.92479480038873 6.34941824600845e-06 0.000504281741613693 0.0313494101860269
cg04860291 -0.0119067784920354 0.127731517124247 -5.48247888513832 1.31681277053498e-07 9.0920169337256e-06 4.92414398486142 6.35250750626589e-06 0.000132682328285737 0.0104631158408789
cg10582639 -0.00598110534284198 0.116379807613382 -5.48227660596904 1.31811426789868e-07 9.09958604420332e-06 4.92318098917945 6.357634175883e-06 0.000132751964955541 0.0104665328758662
cg18357668 -0.00585116593737229 0.0639000302576215 -5.48200367481036 1.3198723396149e-07 9.11030426264282e-06 4.92188167973211 6.36496077541258e-06 0.000132845979307799 0.0104698381230272
cg26260369 -0.012128482117355 0.052919495623977 -5.48128315108003 1.3245245465508e-07 9.13956982905718e-06 4.91845179819859 6.38623888998037e-06 0.000133094476091407 0.0104873593932384
cg10857221 -0.00607366528397737 0.087867386826923 -5.48092079483134 1.32687021054599e-07 9.15433073270903e-06 4.91672701164842 6.39639023982386e-06 0.000133219613565585 0.0104951554198918
cg17008473 0.0136228039901393 0.528748136346645 5.48032952870452 1.33070638993394e-07 9.17936879299972e-06 4.91391281076331 6.41372188160402e-06 0.00050706742747322 0.0314981465090134
cg19963522 -0.00848765886741278 0.171476577253066 -5.48016587199102 1.33177011633035e-07 9.18527733220489e-06 4.91313390638655 6.41768703408748e-06 0.000133480680444425 0.0105136549104387
cg06466222 -0.00710479299363603 0.835763363647189 -5.47977810149509 1.33429383467217e-07 9.20125209599053e-06 4.91128842711344 6.42868505543798e-06 0.0001336149677649 0.010522163252191
cg06522768 -0.00511356874590456 0.0948341312491272 -5.47963313864426 1.33523849007221e-07 9.20633441159557e-06 4.9105985436096 6.43207248042308e-06 0.000133665202235041 0.0105240503981645
cg13690588 -0.00573497813755174 0.102784485313218 -5.47947545993099 1.33626674915208e-07 9.21199149591948e-06 4.90984815994016 6.43586134024688e-06 0.000133719863540633 0.0105259557348064
cg04177251 -0.00688507958866707 0.0985231589557782 -5.47933599622462 1.33717686733462e-07 9.21629046674987e-06 4.90918447351424 6.43853778950393e-06 0.000133768228076015 0.0105259557348064
cg14990643 0.00735876716760192 0.552777362495372 5.47931619887513 1.33730611069111e-07 9.21629046674987e-06 4.90909026195608 6.43853778950393e-06 0.000508306844197744 0.031570241549808
cg20169988 -0.00938045639873627 0.112085874535699 -5.47897700855392 1.33952234506357e-07 9.23012924316403e-06 4.90747616273339 6.4480419671529e-06 0.000133892797621466 0.0105336887840145
cg19110684 -0.0107074905640243 0.0941514878187238 -5.47883238056024 1.34046841788771e-07 9.23521288769503e-06 4.90678794608221 6.45142965319715e-06 0.000133943014991747 0.0105355704692621
cg17941109 -0.00840874736074051 0.759591367523166 -5.47870086346548 1.34132929228087e-07 9.23970806554359e-06 4.90616212952186 6.45440614432523e-06 0.000133988695555391 0.0105370946336792
cg00552600 -0.00666008981700825 0.767683258789721 -5.47813787320678 1.34502056633091e-07 9.2636959440466e-06 4.90348329628218 6.47099883321475e-06 0.00013418440936398 0.0105504147487996
cg08496291 -0.00690864214651323 0.0806397657672999 -5.47778970083374 1.34730833015052e-07 9.27657042561876e-06 4.90182671479362 6.48083434932963e-06 0.000134305581283635 0.0105578698383624
cg25763292 -0.0105379643778151 0.627972111580148 -5.47766399051046 1.34813527671015e-07 9.28082282371479e-06 4.90122861209913 6.48364074545015e-06 0.000134349356866819 0.0105592390080191
cg15603896 -0.0151972533970407 0.39763319630705 -5.47731972867958 1.35040243072468e-07 9.29498702751653e-06 4.89959073948718 6.49337132408727e-06 0.000134469307103766 0.0105665934421602
cg22276571 -0.0132238774472276 0.111933516492715 -5.47706274316475 1.35209724456424e-07 9.30520795714996e-06 4.89836814472469 6.50034680425446e-06 0.000134558914171371 0.0105715610940743
cg03229061 -0.0090999880482643 0.624628333635898 -5.47665835753855 1.35476835858649e-07 9.32214362303977e-06 4.89644438646196 6.51201258207093e-06 0.000134700032314322 0.0105784987335994
cg06219660 0.00762167426038722 0.463131661886122 5.47660723929903 1.35510637916863e-07 9.32302253807232e-06 4.89620121224731 6.51246161064234e-06 0.00051163419844491 0.0317407849466689
cg19350767 0.00886658727526047 0.693672394751451 5.47656471167794 1.35538765673428e-07 9.32351085355919e-06 4.89599890566254 6.51263782693889e-06 0.000511686596953231 0.0317407849466689
cg07259733 -0.0102893787804065 0.750214259946055 -5.47522929994292 1.36424907885705e-07 9.38010104092188e-06 4.88964684968762 6.55403413598376e-06 0.000135199856167495 0.0106156706793947
cg08638044 0.00687929569343255 0.669274230800619 5.4748818030553 1.36656421693325e-07 9.39456215015697e-06 4.88799412152226 6.56397196251088e-06 0.000513764169740342 0.0318302298512649
cg02048220 -0.0105903070547896 0.532504035940623 -5.47466908008347 1.36798333650747e-07 9.40285997478909e-06 4.8869824285966 6.56960316471647e-06 0.000135396277482673 0.0106290100558596
cg06197616 0.0105706677469433 0.527281172066253 5.47424256333261 1.37083304862272e-07 9.41952674275408e-06 4.88495403635362 6.58210137443416e-06 0.000514555394449234 0.0318693926035873
cg26949087 0.00712889290574234 0.120931897673626 5.47415636622111 1.37140966514151e-07 9.42202857218609e-06 4.88454412141656 6.58368269941334e-06 0.000514662173249306 0.0318710785311391
cg16425577 -0.0124702937148199 0.0843534072974112 -5.4740588639473 1.37206219266575e-07 9.42505107872358e-06 4.88408044984869 6.58562781208614e-06 0.000135610536546149 0.0106416592825853
cg22878627 -0.00963539473464657 0.104880991636407 -5.47385536644474 1.37342506147905e-07 9.43149029749451e-06 4.88311273789417 6.59098110705398e-06 0.000135682060138701 0.0106451866502316
cg07417020 0.00889878657120514 0.660265680044065 5.47373212466838 1.37425108107579e-07 9.43570114273348e-06 4.88252668673711 6.59344048260638e-06 0.000515188016388134 0.0318976989866012
cg16309595 0.00668401478014854 0.15847097346161 5.47368109882635 1.37459322005029e-07 9.43572680018542e-06 4.88228404655614 6.59344048260638e-06 0.00051525129640131 0.0318976989866012
cg00238353 -0.0136529876997146 0.701532723800954 -5.47366808683207 1.37468048148828e-07 9.43572680018542e-06 4.88222217164997 6.59344048260638e-06 0.000135747915254275 0.0106461833670595
cg11718235 -0.0202125771611238 0.100917729779706 -5.47317835211944 1.37796868491327e-07 9.45536902502425e-06 4.87989345287258 6.60802141738298e-06 0.000135920269351566 0.0106576139761823
cg13862848 -0.0085453637088058 0.840360889189528 -5.47294006218038 1.37957139596125e-07 9.46490160675106e-06 4.87876042441926 6.61451581100559e-06 0.000136004206716687 0.0106621086435033
cg06115388 0.00833452247230571 0.389450455113266 5.472837002191 1.38026512853697e-07 9.46819592473834e-06 4.87827040269477 6.61665044748499e-06 0.000516299168194323 0.0319558574707103
cg13706315 0.00733365210131119 0.854884647951201 5.4721909153693 1.38462191830472e-07 9.49661278627862e-06 4.87519859189815 6.63634094666341e-06 0.000517102580541799 0.0319875904560648
cg14841929 -0.00827888557253159 0.118555741304172 -5.47214692293 1.38491906173805e-07 9.49718154167165e-06 4.87498944006857 6.63657042039367e-06 0.00013628394383389 0.0106798587720032
cg02582925 -0.00740705423568491 0.087945552009799 -5.47202856984165 1.38571877687754e-07 9.5011960095645e-06 4.87442676389601 6.63920771565285e-06 0.000136325733321782 0.01068104418912
cg18817487 -0.00765314806645028 0.0772999947023921 -5.4718061329925 1.38722300719095e-07 9.51003900501081e-06 4.87336927501812 6.64521890324249e-06 0.000136404306842519 0.0106851105872798
cg05262463 -0.00906264299401383 0.71862303157622 -5.47135683754397 1.39026622628657e-07 9.52942809669669e-06 4.87123337133542 6.65859882495868e-06 0.000136563146990467 0.0106954617813645
cg05474265 0.0082671835945618 0.55797719768772 5.47127096017335 1.3908486410655e-07 9.53194648674081e-06 4.87082513382739 6.66019017508338e-06 0.000518248576650865 0.032053531355993
cg07425985 -0.00586939628149538 0.0448386491925129 -5.47108781316219 1.3920915268856e-07 9.53898982554121e-06 4.86995451867976 6.66494310265923e-06 0.000136658339663953 0.0107008251093904
cg04370247 0.012292081049665 0.276036413530002 5.47096694237223 1.39291238219338e-07 9.54313956647157e-06 4.86937995396807 6.66767412092624e-06 0.000518627818473282 0.0320720356773186
cg13362637 -0.0103363160336616 0.112969913733382 -5.47086508327951 1.39360449197738e-07 9.546406098304e-06 4.86889576939408 6.66978798155351e-06 0.000136737198976437 0.0107049076318903
cg18857062 0.00639106958785937 0.13746994806258 5.47068750890794 1.39481187190083e-07 9.55320075563508e-06 4.86805168990427 6.67436672085979e-06 0.000518976622910426 0.0320886523238
cg14494812 -0.00791328977448329 0.882689157123311 -5.46969225125094 1.40159781594217e-07 9.59671318788317e-06 4.86332121596817 6.70563321468181e-06 0.000137153162924175 0.0107353747137512
cg21025349 0.00838038436135807 0.716301053071528 5.469596495615 1.40225239914623e-07 9.59971252535957e-06 4.86286612114071 6.70742822417626e-06 0.000520340597643916 0.0321606265701719
cg06162872 0.0084595079276817 0.444795194196647 5.4695636705747 1.40247685890635e-07 9.59976679915486e-06 4.86271011593116 6.70742822417626e-06 0.000520381687343009 0.0321606265701719
cg08409451 0.0104062741837066 0.235384063796184 5.46949967709427 1.40291455119067e-07 9.60128037903632e-06 4.86240598067892 6.70831649867916e-06 0.000520461801807527 0.0321606265701719
cg13950403 -0.00448620288769045 0.0545973929666539 -5.46942201923494 1.40344588173359e-07 9.60343423521431e-06 4.86203690761832 6.70965212383521e-06 0.000137249175266653 0.0107407912468999
cg03819286 0.00828959115406238 0.702898213235739 5.46931541040249 1.40417561264823e-07 9.60546249749561e-06 4.86153024975735 6.71193561982594e-06 0.000520692552954086 0.0321688134279508
cg24548817 -0.00998289079641022 0.144431184948161 -5.46922643634376 1.40478491776589e-07 9.60814802548853e-06 4.86110740656835 6.71364276609617e-06 0.000137318704882034 0.0107432260419513
cg27004182 -0.0122800140168592 0.492997399097024 -5.46918363998506 1.40507808419876e-07 9.60867080063005e-06 4.86090402155787 6.71383870445853e-06 0.000137333923424159 0.0107432260419513
cg14518658 0.00644502985523124 0.41994094402349 5.46903733390761 1.40608077024753e-07 9.61404473848056e-06 4.86020872670171 6.71742423856462e-06 0.000521040961004312 0.0321731692884585
cg24031331 0.00508020481564984 0.0872142006080116 5.46883092667659 1.40749653649024e-07 9.62224100972486e-06 4.85922783435129 6.72298158552522e-06 0.000521299714680198 0.0321736316628522
cg11363527 -0.00831089690749333 0.123439255386758 -5.46877140994548 1.40790502528786e-07 9.62354964109109e-06 4.85894500282834 6.72372648788877e-06 0.000137480595965481 0.0107526000933035
cg21234265 -0.00944843193839911 0.141419196279165 -5.46830297200266 1.41112415222239e-07 9.64406665476461e-06 4.85671900096751 6.73789146932175e-06 0.000137647447960176 0.0107635484476549
cg22355463 -0.0120022170138156 0.124915544334887 -5.46788563829842 1.41399813120089e-07 9.6622188576274e-06 4.85473596188819 6.75040364034836e-06 0.000137796259167084 0.0107709800127322
cg01065278 0.00910173482462355 0.755115033518548 5.46657650580841 1.42305057593366e-07 9.72257803106152e-06 4.84851609030726 6.79240193031874e-06 0.000524133744121129 0.0323227100637307
cg00852783 -0.00841409662625604 0.0966782756297554 -5.46638049280433 1.424410828312e-07 9.73037204076272e-06 4.84758489858792 6.79767593015316e-06 0.000138334227898586 0.01081092141922
cg25701646 -0.00442598631117736 0.0698084914703577 -5.46611484365085 1.42625635090147e-07 9.74147809461342e-06 4.84632292785563 6.80526346608674e-06 0.000138429382944963 0.010816247780269
cg00586383 0.009402868761181 0.623988548972587 5.46602028287899 1.42691384754406e-07 9.74446763705912e-06 4.8458737261265 6.80718073172882e-06 0.000524835193717698 0.0323609859544932
cg07125412 0.00774273295267938 0.599313435562416 5.46545132588442 1.43087614084911e-07 9.76915022013813e-06 4.84317107102348 6.8240801548293e-06 0.000525553614415603 0.0323764198674638
cg26461477 0.00673147136323093 0.787751128473663 5.4654380243404 1.43096890277883e-07 9.76915022013813e-06 4.84310788858677 6.8240801548293e-06 0.000525570421290018 0.0323764198674638
cg14921416 -0.00739777466496399 0.111911892116398 -5.46528157407865 1.43206039120872e-07 9.77506102839484e-06 4.84236475705405 6.82786603307269e-06 0.000138728261944458 0.0108362390854471
cg10622644 -0.0080414288582689 0.746573952864335 -5.46525072907401 1.43227567973377e-07 9.77506102839484e-06 4.84221824653464 6.82786603307269e-06 0.000138739337250518 0.0108362390854471
cg17422176 -0.0114088771149667 0.129277244618339 -5.46475421892443 1.43574551027681e-07 9.79723389282965e-06 4.83985995867146 6.84318194008006e-06 0.000138917731328804 0.0108459432966313
